id,rpt_yr,grad_date,orig_major,grad_major,current_major,biol_108,biol_109,exsc_110,exsc_140,act_english,act_math,act_reading,act_science,act_composite,sat_verbal,sat_math,sat_composite
182265,2009,5/11/2013,PNRS,PSYC,,3,3,,,34,29,30,25,28,,,
